,exp,edu,type,scale,industry,avgsalary,lnsalary,city
75,无工作经验,无学历要求,民营公司,50-150人,"金融/投资/证券,多元化业务集团公司",10.416666666666668,2.3434070875143007,北京
76,无工作经验,高中,民营公司,150-500人,金融/投资/证券,6.5,1.8718021769015913,广州
77,2年经验,大专,民营公司,150-500人,互联网/电子商务,5.0,1.6094379124341003,长沙
78,无工作经验,无学历要求,民营公司,150-500人,"计算机软件,通信/电信运营、增值服务",7.0,1.9459101490553132,上海
79,2年经验,本科,民营公司,50-150人,计算机软件,12.5,2.5257286443082556,苏州
80,2年经验,本科,民营公司,10000人以上,"互联网/电子商务,计算机软件",22.5,3.1135153092103742,北京
81,1年经验,无学历要求,民营公司,50-150人,"贸易/进出口,互联网/电子商务",6.5,1.8718021769015913,上海
82,无工作经验,本科,民营公司,1000-5000人,"教育/培训/院校,互联网/电子商务",10.0,2.302585092994046,广州
83,1年经验,无学历要求,民营公司,150-500人,金融/投资/证券,9.0,2.1972245773362196,广州
84,2年经验,硕士,民营公司,少于50人,"电气/电力/水利,互联网/电子商务",18.5,2.917770732084279,上海
85,无工作经验,高中,民营公司,50-150人,金融/投资/证券,7.0,1.9459101490553132,广州
86,无工作经验,本科,上市公司,50-150人,专业服务(咨询、人力资源、财会),7.0,1.9459101490553132,广州
87,2年经验,大专,外资（欧美）,50-150人,"互联网/电子商务,贸易/进出口",8.0,2.0794415416798357,广州
88,3-4年经验,本科,民营公司,150-500人,"计算机软件,互联网/电子商务",13.5,2.6026896854443837,广州
89,无工作经验,大专,民营公司,150-500人,"批发/零售,生活服务",5.25,1.6582280766035324,衡阳
90,3-4年经验,本科,民营公司,50-150人,"互联网/电子商务,计算机软件",12.5,2.5257286443082556,上海
91,无工作经验,本科,民营公司,1000-5000人,奢侈品/收藏品/工艺品/珠宝,5.0,1.6094379124341003,沈阳
92,无工作经验,大专,民营公司,150-500人,金融/投资/证券,5.25,1.6582280766035324,广州
93,3-4年经验,本科,民营公司,50-150人,专业服务(咨询、人力资源、财会),7.25,1.9810014688665833,杭州
94,3-4年经验,本科,民营公司,少于50人,专业服务(咨询、人力资源、财会),11.5,2.4423470353692043,上海
95,3-4年经验,大专,外资（非欧美）,500-1000人,"互联网/电子商务,房地产",7.0,1.9459101490553132,武汉
96,无工作经验,硕士,民营公司,少于50人,"制药/生物工程,医疗/护理/卫生",6.5,1.8718021769015913,成都
97,3-4年经验,本科,外资（欧美）,150-500人,"互联网/电子商务,计算机软件",13.5,2.6026896854443837,广州
98,3-4年经验,本科,民营公司,少于50人,"专业服务(咨询、人力资源、财会),金融/投资/证券",11.5,2.4423470353692043,北京
99,3-4年经验,大专,民营公司,150-500人,"服装/纺织/皮革,互联网/电子商务",15.0,2.70805020110221,广州
100,2年经验,本科,民营公司,少于50人,专业服务(咨询、人力资源、财会),7.0,1.9459101490553132,福州
101,1年经验,本科,民营公司,10000人以上,金融/投资/证券,11.5,2.4423470353692043,深圳
102,1年经验,大专,民营公司,50-150人,"专业服务(咨询、人力资源、财会),教育/培训/院校",7.5,2.0149030205422647,温州
103,3-4年经验,大专,民营公司,50-150人,"房地产,酒店/旅游",7.5,2.0149030205422647,广州
104,1年经验,大专,民营公司,500-1000人,"互联网/电子商务,快速消费品(食品、饮料、化妆品)",5.25,1.6582280766035324,广州
105,无工作经验,本科,民营公司,1000-5000人,房地产,4.5,1.5040773967762742,东莞
106,无工作经验,大专,民营公司,50-150人,金融/投资/证券,7.0,1.9459101490553132,广州
107,无工作经验,高中,民营公司,50-150人,金融/投资/证券,5.25,1.6582280766035324,广州
108,无工作经验,本科,民营公司,500-1000人,"金融/投资/证券,互联网/电子商务",7.5,2.0149030205422647,广州
109,2年经验,本科,民营公司,150-500人,计算机软件,15.0,2.70805020110221,北京
110,无工作经验,无学历要求,民营公司,150-500人,计算机软件,7.0,1.9459101490553132,武汉
111,无工作经验,大专,民营公司,150-500人,"教育/培训/院校,计算机软件",7.0,1.9459101490553132,青岛
112,1年经验,本科,民营公司,150-500人,计算机软件,6.0,1.791759469228055,上海
113,无工作经验,本科,民营公司,50-150人,"电子技术/半导体/集成电路,通信/电信/网络设备",15.0,2.70805020110221,深圳
114,无工作经验,无学历要求,上市公司,150-500人,"计算机软件,银行",10.0,2.302585092994046,广州
115,1年经验,本科,民营公司,少于50人,"计算机软件,互联网/电子商务",8.0,2.0794415416798357,深圳
116,1年经验,本科,民营公司,50-150人,"互联网/电子商务,贸易/进出口",6.5,1.8718021769015913,杭州
117,无工作经验,无学历要求,民营公司,50-150人,互联网/电子商务,7.0,1.9459101490553132,大连
118,无工作经验,大专,民营公司,50-150人,"计算机软件,互联网/电子商务",6.5,1.8718021769015913,长沙
119,3-4年经验,本科,民营公司,1000-5000人,"金融/投资/证券,互联网/电子商务",17.5,2.8622008809294686,上海
120,无工作经验,本科,国企,50-150人,"专业服务(咨询、人力资源、财会),公关/市场推广/会展",4.55,1.5151272329628591,成都
121,5-7年经验,本科,外资（非欧美）,500-1000人,"互联网/电子商务,金融/投资/证券",22.5,3.1135153092103742,深圳
122,1年经验,硕士,民营公司,少于50人,金融/投资/证券,15.0,2.70805020110221,北京
123,无工作经验,高中,民营公司,150-500人,金融/投资/证券,5.25,1.6582280766035324,广州
124,2年经验,本科,民营公司,1000-5000人,"互联网/电子商务,酒店/旅游",15.0,2.70805020110221,杭州
125,2年经验,本科,国企,500-1000人,计算机软件,8.0,2.0794415416798357,西安
126,1年经验,本科,民营公司,500-1000人,互联网/电子商务,11.5,2.4423470353692043,南京
127,3-4年经验,本科,民营公司,少于50人,"计算机硬件,计算机服务(系统、数据服务、维修)",8.0,2.0794415416798357,苏州
128,无工作经验,高中,民营公司,150-500人,"金融/投资/证券,专业服务(咨询、人力资源、财会)",7.0,1.9459101490553132,广州
129,2年经验,本科,外资（欧美）,10000人以上,酒店/旅游,10.0,2.302585092994046,上海
130,3-4年经验,本科,民营公司,150-500人,"计算机软件,互联网/电子商务",13.0,2.5649493574615367,亳州
131,2年经验,本科,合资,10000人以上,"批发/零售,快速消费品(食品、饮料、化妆品)",9.0,2.1972245773362196,上海
132,3-4年经验,本科,民营公司,500-1000人,"互联网/电子商务,计算机软件",20.0,2.995732273553991,广州
133,2年经验,本科,国企,1000-5000人,"银行,金融/投资/证券",15.0,2.70805020110221,广州
134,3-4年经验,本科,民营公司,1000-5000人,计算机软件,11.5,2.4423470353692043,广州
135,无工作经验,无学历要求,合资,500-1000人,"服装/纺织/皮革,批发/零售",9.0,2.1972245773362196,上海
137,无工作经验,无学历要求,民营公司,少于50人,"金融/投资/证券,互联网/电子商务",9.0,2.1972245773362196,广州
138,2年经验,本科,民营公司,50-150人,"广告,互联网/电子商务",5.0,1.6094379124341003,成都
139,3-4年经验,本科,民营公司,50-150人,"互联网/电子商务,计算机软件",17.5,2.8622008809294686,上海
140,无工作经验,大专,民营公司,50-150人,"金融/投资/证券,计算机服务(系统、数据服务、维修)",5.25,1.6582280766035324,广州
141,无工作经验,本科,民营公司,50-150人,金融/投资/证券,17.5,2.8622008809294686,上海
142,无工作经验,无学历要求,国企,少于50人,互联网/电子商务,5.25,1.6582280766035324,上海
143,无工作经验,无学历要求,民营公司,1000-5000人,"互联网/电子商务,计算机服务(系统、数据服务、维修)",8.5,2.1400661634962708,东莞
144,2年经验,高中,民营公司,500-1000人,服装/纺织/皮革,11.0,2.3978952727983707,广州
145,无工作经验,无学历要求,民营公司,50-150人,电气/电力/水利,4.0,1.3862943611198906,沧州
146,无工作经验,本科,国企,150-500人,计算机软件,7.0,1.9459101490553132,合肥
147,2年经验,大专,民营公司,10000人以上,"多元化业务集团公司,金融/投资/证券",10.0,2.302585092994046,东莞
148,无工作经验,本科,民营公司,少于50人,"仪器仪表/工业自动化,环保",20.833333333333336,3.036554268074246,上海
149,无工作经验,无学历要求,民营公司,50-150人,专业服务(咨询、人力资源、财会),7.0,1.9459101490553132,上海
150,2年经验,大专,外资（欧美）,150-500人,"快速消费品(食品、饮料、化妆品),互联网/电子商务",10.0,2.302585092994046,广州
151,无工作经验,大专,合资,500-1000人,金融/投资/证券,9.0,2.1972245773362196,北京
152,无工作经验,大专,外资（非欧美）,150-500人,"金融/投资/证券,互联网/电子商务",7.0,1.9459101490553132,广州
153,无工作经验,高中,民营公司,150-500人,金融/投资/证券,7.0,1.9459101490553132,广州
154,1年经验,本科,民营公司,10000人以上,"互联网/电子商务,房地产",5.25,1.6582280766035324,泉州
155,无工作经验,无学历要求,合资,150-500人,金融/投资/证券,9.0,2.1972245773362196,北京
156,无工作经验,中技,合资,500-1000人,"金融/投资/证券,专业服务(咨询、人力资源、财会)",12.0,2.4849066497880004,北京
157,无工作经验,大专,外资（非欧美）,150-500人,"金融/投资/证券,互联网/电子商务",9.0,2.1972245773362196,广州
158,无工作经验,无学历要求,民营公司,150-500人,教育/培训/院校,7.0,1.9459101490553132,广州
159,无工作经验,无学历要求,民营公司,150-500人,金融/投资/证券,7.0,1.9459101490553132,广州
160,1年经验,大专,民营公司,150-500人,金融/投资/证券,7.0,1.9459101490553132,广州
161,无工作经验,无学历要求,合资,150-500人,"金融/投资/证券,互联网/电子商务",9.0,2.1972245773362196,北京
162,无工作经验,无学历要求,民营公司,150-500人,"教育/培训/院校,专业服务(咨询、人力资源、财会)",5.25,1.6582280766035324,广州
163,无工作经验,无学历要求,民营公司,500-1000人,"金融/投资/证券,教育/培训/院校",9.0,2.1972245773362196,无锡
164,1年经验,本科,民营公司,少于50人,"专业服务(咨询、人力资源、财会),汽车及零配件",6.0,1.791759469228055,广州
165,3-4年经验,大专,民营公司,1000-5000人,"金融/投资/证券,互联网/电子商务",9.0,2.1972245773362196,武汉
166,无工作经验,大专,民营公司,50-150人,"网络游戏,计算机软件",7.0,1.9459101490553132,福州
167,3-4年经验,本科,上市公司,150-500人,"计算机软件,互联网/电子商务",16.5,2.803360380906535,成都
168,无工作经验,大专,民营公司,50-150人,"金融/投资/证券,互联网/电子商务",7.0,1.9459101490553132,成都
169,3-4年经验,本科,民营公司,500-1000人,互联网/电子商务,17.5,2.8622008809294686,上海
170,无工作经验,本科,民营公司,50-150人,互联网/电子商务,13.5,2.6026896854443837,宁波
171,2年经验,本科,民营公司,,教育/培训/院校,10.0,2.302585092994046,成都
172,1年经验,大专,民营公司,150-500人,"贸易/进出口,快速消费品(食品、饮料、化妆品)",7.5,2.0149030205422647,上海
173,无工作经验,无学历要求,民营公司,少于50人,"计算机软件,专业服务(咨询、人力资源、财会)",22.5,3.1135153092103742,北京
174,10年以上经验,本科,民营公司,500-1000人,"奢侈品/收藏品/工艺品/珠宝,银行",17.5,2.8622008809294686,上海
175,3-4年经验,无学历要求,上市公司,500-1000人,"网络游戏,互联网/电子商务",7.0,1.9459101490553132,广州
176,5-7年经验,本科,国企,1000-5000人,汽车及零配件,9.0,2.1972245773362196,南昌
177,1年经验,大专,民营公司,150-500人,互联网/电子商务,8.0,2.0794415416798357,深圳
178,无工作经验,高中,合资,50-150人,金融/投资/证券,7.0,1.9459101490553132,广州
180,无工作经验,高中,民营公司,50-150人,"互联网/电子商务,专业服务(咨询、人力资源、财会)",9.0,2.1972245773362196,广州
181,2年经验,大专,民营公司,150-500人,金融/投资/证券,9.0,2.1972245773362196,广州
182,2年经验,本科,上市公司,500-1000人,"互联网/电子商务,广告",14.5,2.6741486494265287,上海
183,无工作经验,大专,民营公司,少于50人,金融/投资/证券,7.0,1.9459101490553132,南通
185,无工作经验,本科,民营公司,50-150人,互联网/电子商务,11.5,2.4423470353692043,广州
186,无工作经验,本科,民营公司,150-500人,互联网/电子商务,6.0,1.791759469228055,佛山
187,无工作经验,本科,合资,1000-5000人,专业服务(咨询、人力资源、财会),14.0,2.6390573296152584,上海
188,无工作经验,无学历要求,民营公司,50-150人,"计算机软件,影视/媒体/艺术/文化传播",20.0,2.995732273553991,广州
189,3-4年经验,本科,民营公司,5000-10000人,"快速消费品(食品、饮料、化妆品),互联网/电子商务",30.0,3.4011973816621555,北京
190,5-7年经验,本科,外资（欧美）,50-150人,"计算机软件,保险",22.5,3.1135153092103742,上海
191,3-4年经验,本科,民营公司,500-1000人,"互联网/电子商务,保险",15.0,2.70805020110221,广州
192,5-7年经验,本科,民营公司,500-1000人,贸易/进出口,17.5,2.8622008809294686,上海
193,1年经验,本科,上市公司,150-500人,"网络游戏,计算机服务(系统、数据服务、维修)",10.0,2.302585092994046,上海
194,无工作经验,大专,民营公司,,金融/投资/证券,12.5,2.5257286443082556,深圳
195,3-4年经验,本科,民营公司,1000-5000人,"快速消费品(食品、饮料、化妆品),批发/零售",12.5,2.5257286443082556,上海
196,无工作经验,无学历要求,民营公司,10000人以上,保险,9.0,2.1972245773362196,重庆
197,无工作经验,高中,民营公司,150-500人,"金融/投资/证券,专业服务(咨询、人力资源、财会)",10.5,2.3513752571634776,广州
198,无工作经验,无学历要求,民营公司,10000人以上,"保险,银行",6.25,1.8325814637483102,重庆
199,2年经验,本科,民营公司,500-1000人,互联网/电子商务,10.0,2.302585092994046,广州
200,无工作经验,硕士,合资,150-500人,"教育/培训/院校,专业服务(咨询、人力资源、财会)",6.5,1.8718021769015913,成都
201,2年经验,本科,民营公司,500-1000人,互联网/电子商务,12.5,2.5257286443082556,深圳
202,无工作经验,本科,外资（欧美）,500-1000人,"多元化业务集团公司,专业服务(咨询、人力资源、财会)",5.0,1.6094379124341003,广州
203,无工作经验,本科,外资（非欧美）,500-1000人,"通信/电信运营、增值服务,互联网/电子商务",12.5,2.5257286443082556,上海
204,5-7年经验,本科,民营公司,少于50人,"互联网/电子商务,计算机软件",17.5,2.8622008809294686,深圳
205,2年经验,本科,民营公司,150-500人,"网络游戏,计算机软件",10.0,2.302585092994046,上海
207,1年经验,大专,民营公司,50-150人,金融/投资/证券,9.0,2.1972245773362196,广州
208,5-7年经验,本科,民营公司,150-500人,"通信/电信运营、增值服务,互联网/电子商务",22.5,3.1135153092103742,苏州
209,无工作经验,本科,外资（欧美）,10000人以上,"酒店/旅游,娱乐/休闲/体育",14.5,2.6741486494265287,珠海
210,无工作经验,本科,民营公司,少于50人,专业服务(咨询、人力资源、财会),25.0,3.2188758248682006,北京
211,1年经验,大专,民营公司,50-150人,"服装/纺织/皮革,快速消费品(食品、饮料、化妆品)",10.0,2.302585092994046,上海
212,无工作经验,无学历要求,合资,150-500人,"计算机服务(系统、数据服务、维修),互联网/电子商务",22.5,3.1135153092103742,上海
213,2年经验,本科,民营公司,150-500人,"房地产,互联网/电子商务",12.5,2.5257286443082556,深圳
214,无工作经验,大专,民营公司,150-500人,餐饮业,5.0,1.6094379124341003,重庆
215,无工作经验,无学历要求,民营公司,少于50人,计算机服务(系统、数据服务、维修),5.25,1.6582280766035324,上海
216,无工作经验,大专,外资（非欧美）,150-500人,"金融/投资/证券,互联网/电子商务",7.0,1.9459101490553132,广州
217,无工作经验,大专,民营公司,150-500人,金融/投资/证券,17.5,2.8622008809294686,广州
218,3-4年经验,本科,民营公司,150-500人,"计算机服务(系统、数据服务、维修),金融/投资/证券",17.5,2.8622008809294686,杭州
219,2年经验,本科,民营公司,150-500人,"计算机软件,计算机服务(系统、数据服务、维修)",12.5,2.5257286443082556,上海
220,2年经验,本科,民营公司,150-500人,"专业服务(咨询、人力资源、财会),建筑/建材/工程",12.0,2.4849066497880004,北京
221,无工作经验,硕士,民营公司,500-1000人,"制药/生物工程,学术/科研",7.5,2.0149030205422647,南京
222,5-7年经验,本科,外资（欧美）,500-1000人,"计算机软件,计算机服务(系统、数据服务、维修)",25.0,3.2188758248682006,成都
223,1年经验,本科,民营公司,150-500人,互联网/电子商务,7.0,1.9459101490553132,苏州
224,无工作经验,大专,民营公司,150-500人,"电子技术/半导体/集成电路,互联网/电子商务",5.6,1.7227665977411035,郑州
225,5-7年经验,本科,民营公司,5000-10000人,"批发/零售,互联网/电子商务",20.0,2.995732273553991,深圳
226,3-4年经验,大专,民营公司,50-150人,互联网/电子商务,8.0,2.0794415416798357,苏州
227,无工作经验,无学历要求,民营公司,500-1000人,"电子技术/半导体/集成电路,计算机软件",5.25,1.6582280766035324,武汉
228,1年经验,大专,民营公司,150-500人,"互联网/电子商务,批发/零售",7.0,1.9459101490553132,南京
229,无工作经验,本科,民营公司,1000-5000人,互联网/电子商务,18.0,2.8903717578961645,广州
230,3-4年经验,大专,民营公司,1000-5000人,"互联网/电子商务,家居/室内设计/装潢",22.5,3.1135153092103742,上海
231,无工作经验,本科,民营公司,500-1000人,"金融/投资/证券,互联网/电子商务",7.5,2.0149030205422647,广州
232,无工作经验,无学历要求,民营公司,150-500人,仪器仪表/工业自动化,7.0,1.9459101490553132,天津
233,无工作经验,大专,外资（非欧美）,150-500人,"金融/投资/证券,互联网/电子商务",9.0,2.1972245773362196,广州
234,5-7年经验,本科,外资（非欧美）,1000-5000人,银行,37.5,3.624340932976365,上海
235,3-4年经验,本科,民营公司,50-150人,"互联网/电子商务,汽车及零配件",11.5,2.4423470353692043,上海
236,无工作经验,大专,民营公司,150-500人,"计算机软件,电子技术/半导体/集成电路",5.75,1.749199854809259,郑州
237,无工作经验,硕士,民营公司,5000-10000人,汽车及零配件,6.5,1.8718021769015913,保定
238,无工作经验,大专,外资（非欧美）,150-500人,"金融/投资/证券,多元化业务集团公司",9.0,2.1972245773362196,广州
239,无工作经验,本科,合资,500-1000人,"家具/家电/玩具/礼品,汽车及零配件",8.0,2.0794415416798357,中山
240,无工作经验,本科,民营公司,500-1000人,"互联网/电子商务,租赁服务",11.0,2.3978952727983707,广州
241,2年经验,大专,民营公司,少于50人,专业服务(咨询、人力资源、财会),8.0,2.0794415416798357,上海
242,无工作经验,大专,外资（非欧美）,150-500人,"金融/投资/证券,互联网/电子商务",9.0,2.1972245773362196,广州
243,无工作经验,本科,民营公司,500-1000人,"金融/投资/证券,互联网/电子商务",7.5,2.0149030205422647,广州
244,1年经验,本科,民营公司,150-500人,"通信/电信运营、增值服务,互联网/电子商务",5.0,1.6094379124341003,佛山
245,无工作经验,本科,民营公司,500-1000人,"金融/投资/证券,互联网/电子商务",7.5,2.0149030205422647,广州
246,1年经验,大专,民营公司,150-500人,计算机软件,6.0,1.791759469228055,乌鲁木齐
247,2年经验,无学历要求,上市公司,150-500人,"计算机软件,电气/电力/水利",10.5,2.3513752571634776,上海
248,无工作经验,本科,民营公司,500-1000人,"金融/投资/证券,互联网/电子商务",7.5,2.0149030205422647,广州
249,3-4年经验,本科,上市公司,150-500人,仪器仪表/工业自动化,7.0,1.9459101490553132,唐山
250,无工作经验,无学历要求,合资,1000-5000人,教育/培训/院校,12.5,2.5257286443082556,广州
251,无工作经验,无学历要求,民营公司,150-500人,通信/电信/网络设备,7.0,1.9459101490553132,上海
252,无工作经验,无学历要求,民营公司,150-500人,金融/投资/证券,9.0,2.1972245773362196,广州
253,无工作经验,本科,民营公司,少于50人,互联网/电子商务,6.0,1.791759469228055,杭州
254,无工作经验,无学历要求,合资,150-500人,"专业服务(咨询、人力资源、财会),外包服务",30.0,3.4011973816621555,上海
255,3-4年经验,本科,民营公司,50-150人,计算机服务(系统、数据服务、维修),11.5,2.4423470353692043,合肥
256,2年经验,本科,合资,150-500人,"互联网/电子商务,汽车及零配件",15.0,2.70805020110221,上海
257,3-4年经验,本科,国企,150-500人,"计算机软件,互联网/电子商务",10.0,2.302585092994046,杭州
258,1年经验,大专,外资（非欧美）,150-500人,快速消费品(食品、饮料、化妆品),5.25,1.6582280766035324,广州
259,1年经验,大专,民营公司,500-1000人,金融/投资/证券,9.0,2.1972245773362196,南京
260,无工作经验,本科,外资（非欧美）,50-150人,"专业服务(咨询、人力资源、财会),快速消费品(食品、饮料、化妆品)",5.5,1.7047480922384253,上海
261,2年经验,本科,民营公司,500-1000人,"教育/培训/院校,计算机软件",17.5,2.8622008809294686,上海
